age,monthly_income,employment_status,years_employed,credit_history_years,existing_loans,late_payments,defaulted_before,requested_amount,monthly_debt,debt_to_income,loan_to_income,credit_score,risk_level,approved
62,7025,Employed,1,5,3,5,0,101421,1248,0.17765124555160142,1.2030960854092527,451.4960854092527,High,0
31,23093,Employed,4,10,3,3,0,76347,1167,0.05053479409344823,0.2755055644567618,587.4054908413805,Medium,1
47,9155,Employed,12,16,4,0,0,79155,3490,0.3812124522119061,0.7205079191698526,601.0240305843801,Medium,1
21,36487,Self-Employed,15,8,4,2,0,94791,4970,0.13621289774440212,0.21649491599747855,580.664757310823,Medium,1
35,23963,Self-Employed,15,17,4,2,0,149599,1897,0.0791637107206944,0.520243013534755,614.2857739014314,Medium,1
54,23936,Self-Employed,23,16,0,0,0,194211,3536,0.14772727272727273,0.6761468081550802,671.7039187834224,Medium,1
42,7426,Employed,2,11,4,1,0,119527,2179,0.29342849447885805,1.3413120567375887,529.3098572582817,High,0
18,26303,Employed,21,4,3,2,0,46057,4720,0.17944721134471353,0.14591808285493416,569.7112496673384,Medium,1
63,30606,Employed,3,10,1,1,1,49261,1970,0.06436646409200811,0.13412675074604108,554.2284192641965,Medium,0
32,31151,Employed,10,3,4,3,0,136114,4696,0.1507495746524991,0.36412421217082386,525.0625983114506,High,0
26,16767,Self-Employed,22,3,1,5,0,27769,2720,0.16222341504145046,0.1380141547881752,527.2523409077354,High,0
32,14308,Unemployed,25,2,3,2,0,27449,2381,0.1664103997763489,0.15986976982573853,560.4385658372938,Medium,1
41,27770,Unemployed,13,16,4,1,0,174725,1943,0.06996759092545912,0.5243218101068299,630.1445804825352,Medium,1
21,31572,Unemployed,28,6,0,0,0,164931,3146,0.09964525528949703,0.4353303560116559,641.922748004561,Medium,1
29,5204,Employed,2,3,0,3,0,144648,3483,0.6692928516525749,2.316295157571099,385.70714834742506,High,0
54,30233,Employed,15,12,1,4,0,181946,3696,0.12225052095392452,0.5015104907441096,575.2393080408825,Medium,1
54,24729,Self-Employed,21,11,0,4,0,41345,2825,0.11423834364511302,0.1393269710326607,602.9317805006268,Medium,1
60,34131,Unemployed,14,0,0,0,0,122926,1827,0.05352904983739123,0.3001328215796002,625.5685447247371,Medium,1
23,36870,Employed,27,18,0,3,1,129576,222,0.006021155410903174,0.2928668294005967,561.7054515866558,Medium,0
56,24607,Employed,9,19,3,3,0,74428,1746,0.07095541918966147,0.25205564812180814,631.3620108099321,Medium,1
63,27968,Employed,8,17,0,3,1,9321,529,0.018914473684210526,0.027772811784897024,571.0638944508008,Medium,0
41,36398,Self-Employed,10,10,2,3,0,10776,133,0.0036540469256552558,0.024671685257431727,618.0812132534755,Medium,1
28,14908,Employed,15,19,4,4,0,21119,3803,0.2550979339951704,0.11805182899561757,587.3051381808425,Medium,1
30,29423,Employed,9,2,0,1,0,166641,4486,0.1524657580804133,0.4719692077626347,593.3859565645923,Medium,1
51,12171,Employed,16,16,0,3,0,135078,101,0.008298414263413031,0.9248623777832553,613.512447621395,Medium,1
42,15721,Employed,18,11,0,1,0,174668,3723,0.23681699637427645,0.9258740962194941,601.0295146619171,Medium,1
24,19616,Unemployed,1,9,2,3,0,57967,2728,0.13907014681892332,0.2462573069603045,583.5361439641109,Medium,1
21,10659,Employed,23,7,0,2,0,169135,2545,0.2387653626043719,1.3223176032773556,537.0091002908341,High,0
25,14704,Self-Employed,22,14,0,5,0,158412,2558,0.17396626768226334,0.8977829162132753,545.2570729053319,High,0
37,35793,Self-Employed,1,4,4,2,1,80723,3041,0.08496074651468165,0.18793944812300356,468.52834353085797,High,0
46,34226,Unemployed,5,3,2,5,0,191502,2000,0.05843510781277392,0.4662683340150763,510.0116870215625,High,0
62,26852,Employed,18,19,2,2,0,117620,948,0.03530463280202592,0.3650255722727047,658.8619097273946,Medium,1
63,35082,Unemployed,7,18,0,3,0,142740,1568,0.04469528533150904,0.33906276723105866,654.2927997263554,Medium,1
27,25794,Employed,25,3,2,1,0,85880,4936,0.19136233232534697,0.27745470522860616,585.389237807242,Medium,1
60,16379,Unemployed,28,14,1,5,0,13195,2053,0.1253434275596801,0.06713372814783157,590.9307650039685,Medium,1
51,10006,Unemployed,2,16,2,4,0,107658,3005,0.3003198081151309,0.8966120327803317,540.1649010593644,High,0
43,11682,Employed,25,11,2,0,0,62995,193,0.016521143639787707,0.4493736803058837,656.0550419448724,Medium,1
58,36840,Employed,13,2,2,5,0,135112,741,0.02011400651465798,0.30562794064422727,519.2486427795874,High,0
20,35430,Employed,24,9,3,5,0,43250,3906,0.11024555461473327,0.1017264088813623,545.6669489133502,High,0
23,26091,Employed,15,14,3,4,0,152148,2959,0.11341075466636005,0.4859530106166877,567.2335288030355,Medium,1
22,35983,Employed,0,9,3,3,1,20376,4568,0.12694883695078232,0.04718895033765945,486.93480254564656,High,0
22,26989,Employed,20,17,2,2,0,191911,2263,0.08384897550854052,0.5925593142885373,629.3845640816628,Medium,1
64,12915,Employed,2,0,1,2,0,69723,3420,0.26480836236933797,0.44988385598141695,541.2299651567945,High,0
40,21990,Employed,21,2,2,1,1,48442,2923,0.13292405638926785,0.18357586781870547,493.03456116416555,High,0
26,27734,Employed,25,11,0,3,0,10392,3254,0.11732891036273166,0.03122521093242951,629.0470181005264,Medium,1
52,17824,Employed,17,0,1,4,0,163178,3239,0.18172127468581686,0.7629133004189108,492.4186490125673,High,0
37,39081,Employed,8,2,3,3,0,29809,3865,0.09889716230393286,0.06356243016640652,554.3185947135436,Medium,1
59,14033,Employed,5,2,4,3,0,120095,37,0.0026366422005273285,0.7131701465593007,516.8933941423787,High,0
52,19241,Employed,22,4,1,2,1,136765,1698,0.08824905150459955,0.5923332120645151,473.87012109557713,High,0
35,8939,Employed,20,18,3,4,0,104473,4566,0.5107953909833315,0.9739437670134616,510.2679270611925,High,0
34,38063,Unemployed,24,0,1,0,0,99769,4026,0.10577200956309277,0.2184295334927182,614.2015868428657,Medium,1
41,37464,Employed,0,3,1,5,0,195893,3213,0.08576233183856502,0.43573608441881984,518.564355114243,High,0
20,14185,Employed,20,3,2,2,1,79710,1783,0.1256961579132887,0.46827634825519915,461.8198801550934,High,0
49,30045,Employed,26,16,0,4,0,16352,1966,0.06543518056248959,0.045354190935818495,639.4265268763521,Medium,1
52,22167,Self-Employed,9,13,4,1,0,188268,102,0.004601434564893761,0.7077637930256688,611.9820002706726,Medium,1
55,39412,Unemployed,26,17,3,5,1,141064,41,0.0010402922967624074,0.29826787103758584,486.9790926621334,High,0
30,24625,Unemployed,5,0,1,5,0,58076,2994,0.12158375634517767,0.1965346869712352,513.6178680203045,High,0
64,30076,Self-Employed,22,15,4,2,0,28354,3218,0.1069956111184998,0.0785620871569801,627.4468014363612,Medium,1
42,22029,Employed,11,2,1,1,0,139384,2990,0.13573017386172773,0.5272746531087809,582.0758999500658,Medium,1
26,25973,Employed,3,8,0,2,0,50833,4288,0.16509452123358873,0.1630956506115325,620.4029184152773,Medium,1
21,34433,Employed,27,3,4,3,0,9318,3369,0.09784218627479453,0.02255104115238289,551.9058751778817,Medium,1
31,4932,Unemployed,12,4,3,4,0,117363,1061,0.2151257096512571,1.9830190592051906,415.2037712895377,High,0
54,4757,Self-Employed,16,10,1,1,0,104992,2549,0.53584191717469,1.839254432065027,495.34370401513553,High,0
51,33722,Self-Employed,26,8,0,5,0,71003,1676,0.04970049226024554,0.17546161753948955,573.5082438764011,Medium,1
28,4116,Employed,7,2,4,2,0,163264,3689,0.8962585034013606,3.305474570780693,300.0,High,0
58,14691,Self-Employed,25,5,1,5,0,112841,3997,0.2720713361922265,0.6400800943888548,493.94663399360155,High,0
20,3492,Employed,19,10,1,1,0,105726,325,0.09306987399770905,2.5230526918671248,507.4484536082474,High,0
45,30882,Employed,2,8,3,5,1,94199,1120,0.03626708114759407,0.2541906828141528,440.3965092934395,High,0
46,11811,Employed,11,14,0,2,0,124195,107,0.009059351452036237,0.8762664747551717,626.3368893404454,Medium,1
26,30808,Employed,6,2,2,2,1,173561,2678,0.08692547390288237,0.4694695100839609,461.4007725266165,High,0
20,27272,Employed,11,0,1,0,0,112507,334,0.012246993253153418,0.3437805563703921,617.9035274273981,Medium,1
42,31399,Unemployed,1,19,4,5,0,176381,2039,0.06493837383356157,0.4681173498094419,569.1203541514061,Medium,1
51,9474,Employed,23,18,3,0,0,113173,803,0.08475828583491661,0.9954700584054605,640.1008021954823,Medium,1
29,29956,Employed,13,13,3,0,0,33273,1848,0.06169047936974229,0.09256075577513687,672.0434971291227,Medium,1
59,16979,Employed,21,16,1,5,0,183625,766,0.045114553271688555,0.9012358403518071,560.5121031862889,Medium,1
26,31328,Employed,22,13,1,1,0,34473,3527,0.11258299284984678,0.09169911899897855,665.9880937180797,Medium,1
32,15867,Self-Employed,29,16,1,3,1,66410,2306,0.14533308123778912,0.3487846893972816,521.6329488876283,High,0
57,28851,Self-Employed,4,13,2,2,0,133536,2829,0.09805552667151919,0.3857058680808291,620.0909847145679,Medium,1
42,34279,Self-Employed,8,11,1,4,0,149751,1488,0.043408500831412816,0.36404941801102714,587.9480148195688,Medium,1
22,33527,Unemployed,20,15,0,0,1,97981,4129,0.12315447251468965,0.2435375468527853,595.6092104870702,Medium,0
28,10866,Self-Employed,10,0,4,1,1,50310,3566,0.3281796429228787,0.3858365543898399,427.46824958586416,High,0
51,18449,Employed,4,12,1,5,1,88406,2373,0.12862485771586535,0.39932607006703164,460.60545287007426,High,0
41,13685,Self-Employed,2,5,2,1,0,196755,836,0.06108878333942273,1.198118377785897,555.7822433321154,Medium,1
32,26544,Employed,26,16,4,1,0,117765,3309,0.1246609403254973,0.36971632007233274,632.8577079566004,Medium,1
55,8451,Employed,16,11,3,5,0,30992,3612,0.42740504082357117,0.30560485938547705,505.3751035380428,High,0
25,24642,Employed,1,18,1,4,0,34433,4834,0.19616914211508807,0.11644414684955226,619.4730541352162,Medium,1
22,34030,Self-Employed,23,5,4,5,0,30933,2791,0.0820158683514546,0.0757493388186894,520.6131354687041,High,0
43,33873,Self-Employed,0,6,3,4,0,181092,4212,0.12434682490479143,0.44551707849909955,528.3473563014791,High,0
35,3619,Employed,6,0,2,5,0,165308,3983,1.1005802707930368,3.806484295845998,300.0,High,0
23,36650,Self-Employed,29,0,0,0,0,194807,3768,0.10281036834924966,0.44294452023647113,611.0860845839018,Medium,1
54,28372,Unemployed,13,4,1,4,0,145842,1504,0.053010009868884815,0.4283624700408854,547.9370506132807,High,0
30,6642,Employed,4,5,0,0,0,74285,2450,0.3688647997591087,0.9320109404797752,574.8155676001204,Medium,1
45,31001,Employed,18,15,2,4,0,115121,3044,0.09819038095545304,0.3094550713417847,594.6498500048385,Medium,1
22,37064,Self-Employed,27,15,4,4,0,127747,2033,0.05485106842218865,0.2872216526368804,581.1845726311245,Medium,1
30,32290,Employed,27,13,4,5,0,171343,1699,0.05261690925983276,0.44219830700939405,542.1540724682565,High,0
34,17122,Self-Employed,10,0,2,4,0,116682,2280,0.1331620137834365,0.5678951057119496,499.9468520032707,High,0
57,27820,Employed,22,12,2,0,0,28439,1307,0.04698058950395399,0.0851875149772346,679.2510783608914,Medium,1
62,5895,Employed,24,19,1,5,0,100826,2527,0.42866836301950806,1.4253039298840826,498.04156064461415,High,0
49,8366,Self-Employed,1,9,3,2,0,147173,3838,0.45876165431508487,1.465983345286477,481.9896007650012,High,0
46,11711,Self-Employed,7,9,0,0,1,97776,975,0.0832550593459141,0.6957561267184699,543.2640252753821,High,0
20,22596,Self-Employed,8,8,0,2,0,124070,2056,0.09098955567357055,0.45756623591196083,611.6272791644539,Medium,1
57,21793,Unemployed,26,12,4,1,0,180989,4810,0.22071307300509338,0.6920762018385108,581.9898591290782,Medium,1
51,11199,Self-Employed,2,2,4,5,0,97345,2426,0.21662648450754532,0.7243578295681162,450.5433520850076,High,0
57,13717,Self-Employed,1,17,1,1,0,117923,3674,0.2678428227746592,0.7164042186095113,629.8746081504702,Medium,1
44,39191,Employed,6,19,2,5,0,88459,2428,0.061952999413130566,0.18809378003453173,606.2800132683525,Medium,1
30,13211,Employed,4,1,0,5,0,177268,4939,0.37385512073272276,1.1181843413317185,443.04632503217016,High,0
62,26360,Employed,20,16,1,0,0,159641,3733,0.14161608497723824,0.5046819676277188,672.7251517450683,Medium,1
50,24542,Self-Employed,25,18,4,2,0,124598,359,0.014627984679325239,0.4230774454676337,632.859995110423,Medium,1
23,34312,Employed,4,12,4,5,0,177959,2223,0.06478782933084636,0.43220787673894456,536.2929878759618,High,0
41,39435,Employed,19,12,0,2,0,156965,484,0.012273361227336122,0.3316956172604708,648.6254596170915,Medium,1
36,31247,Employed,12,0,4,5,0,92971,1428,0.04570038723717477,0.24794646952774133,489.63916535987454,High,0
33,25357,Self-Employed,20,1,4,2,0,191376,2080,0.08202863114721773,0.6289387545845329,527.4202389872619,High,0
57,30691,Unemployed,28,0,3,1,0,128299,695,0.022645075103450523,0.34836216914839313,576.3808608386825,Medium,1
45,15424,Employed,19,4,2,0,0,168471,4660,0.3021265560165975,0.9102210840248963,559.1315482365146,Medium,1
50,21852,Unemployed,28,2,4,5,0,30236,201,0.009198242723778144,0.11530599792543779,511.97785099762035,High,0
58,25601,Employed,5,6,3,3,0,119679,3857,0.15065817741494472,0.38956486074762703,548.5471270653491,High,0
30,21020,Employed,19,12,1,2,0,185603,1198,0.05699333967649857,0.7358190612115446,609.0116555661275,Medium,1
60,11155,Unemployed,17,17,4,2,0,85570,1267,0.11358135365307037,0.6392499626475422,603.0152398027791,Medium,1
62,6583,Employed,24,6,1,3,0,101621,2970,0.4511620841561598,1.286406906678819,478.6761355005317,High,0
42,18515,Unemployed,1,0,4,0,0,14442,73,0.003942749122333243,0.06500135025654874,605.626789089927,Medium,1
59,39777,Employed,24,4,0,2,0,61437,95,0.0023883148553184,0.12871131558438292,621.9907232822989,Medium,1
53,22710,Employed,25,16,3,0,0,196414,4268,0.18793483047115808,0.720732423308381,634.2038749449581,Medium,1
44,27532,Unemployed,5,7,3,2,1,83179,3477,0.12628940868807206,0.25176461329846483,484.73939415952344,High,0
55,21601,Employed,8,14,0,4,0,171141,2202,0.1019397250127309,0.6602356372390167,588.1530947641313,Medium,1
24,7967,Unemployed,24,19,2,2,0,174632,257,0.03225806451612903,1.8266181331325049,571.5319442701142,Medium,1
22,21753,Unemployed,2,3,3,4,0,194142,3658,0.16816071346480946,0.7437364961154783,490.19652461729413,High,0
60,23022,Employed,0,1,1,5,0,178499,4425,0.19220745373990097,0.6461174818289752,483.1680566414734,High,0
62,12135,Employed,0,4,3,0,1,130608,2806,0.23123197362999587,0.8969097651421508,458.4375772558714,High,0
48,8722,Employed,18,0,2,2,0,196568,4256,0.48796147672552165,1.8780860658870289,418.75945883971565,High,0
40,30413,Employed,4,4,1,1,0,69557,185,0.0060829250649393355,0.19059009853242584,627.8346430802618,Medium,1
59,30236,Employed,12,5,1,1,0,77752,142,0.0046963884111654985,0.21429201393482383,631.5789125545707,Medium,1
27,18514,Employed,18,1,0,3,0,53534,3353,0.1811061899103381,0.2409617946779014,558.8095495300854,Medium,1
49,23331,Employed,11,0,4,1,0,109303,639,0.027388453131027387,0.39040689783264043,563.2889717543183,Medium,1
60,21060,Employed,15,3,0,4,0,164002,3749,0.17801519468186136,0.6489474517252295,524.7013295346629,High,0
47,4196,Unemployed,24,6,4,1,0,128295,2074,0.494280266920877,2.5479623450905624,407.808627264061,High,0
56,15297,Self-Employed,24,0,0,1,0,120287,3968,0.25939726743805974,0.6552864396068946,559.5551415310191,Medium,1
48,5787,Self-Employed,18,0,4,1,1,12288,201,0.03473302229134267,0.1769483324693278,475.2151373768792,High,0
35,26816,Employed,2,7,3,2,0,114570,3092,0.11530429594272076,0.3560374403341289,579.8012380668257,Medium,1
53,22702,Self-Employed,11,19,1,3,0,100547,3165,0.13941502951281826,0.3690827533550642,636.1252312571579,Medium,1
19,28242,Employed,29,15,4,0,1,86122,3079,0.10902202393598187,0.2541191605882492,556.6702074923872,Medium,0
31,5176,Self-Employed,4,12,3,3,0,197590,4567,0.8823415765069552,3.1811888201957754,323.2476816074189,High,0
30,23127,Unemployed,1,17,2,4,1,37400,2102,0.09088943658926796,0.13476311958605383,516.0074804341247,High,0
46,30228,Employed,21,19,0,2,0,127609,910,0.030104538838163292,0.35179579639186626,680.2797075559084,Low,1
29,23208,Self-Employed,6,9,2,5,0,137639,1571,0.06769217511203034,0.4942225382052166,537.2235866942434,High,0
56,31482,Self-Employed,12,11,3,2,0,52878,3448,0.10952290197573217,0.13996887110094658,613.4591194968554,Medium,1
19,12171,Unemployed,24,0,2,1,0,53850,2159,0.177388875195136,0.3687042970996631,566.591077150604,Medium,1
49,38219,Self-Employed,14,9,2,1,0,137166,4325,0.11316360972291269,0.2990789921243361,623.4756273057903,Medium,1
30,36396,Employed,21,8,3,4,0,147207,2544,0.06989779096604022,0.33704940103308056,551.3893010220903,Medium,1
63,6696,Employed,2,2,1,5,0,84044,1329,0.19847670250896057,1.04594782954998,463.42592592592587,High,0
44,23058,Employed,27,18,4,2,0,50113,3613,0.15669182062624687,0.18111212305201377,630.3302541417295,Medium,1
58,23313,Self-Employed,20,8,0,5,0,63791,460,0.01973148028996697,0.2280237063726962,573.9507999828421,Medium,1
34,22149,Employed,19,9,4,0,0,14684,806,0.03638990473610547,0.05524703899348353,647.3183890920583,Medium,1
57,7956,Unemployed,4,18,0,3,1,97783,3699,0.4649321266968326,1.0242060499413441,462.75578179989947,High,0
48,13195,Employed,23,15,4,2,0,76727,2273,0.1722622205380826,0.4845711759504863,595.2542629784009,Medium,1
51,20076,Employed,7,17,2,5,0,88378,58,0.0028890217174736004,0.366847645613336,592.642458657103,Medium,1
41,4105,Employed,21,13,1,0,0,63552,2475,0.6029232643118149,1.2901339829476248,555.2411693057247,Medium,1
62,18417,Self-Employed,0,2,2,0,1,144118,4823,0.26187761307487645,0.6521058442381134,469.448335776728,High,0
52,27729,Employed,7,1,1,3,1,9934,1155,0.041653142918965706,0.029854424369192303,478.21035738757257,High,0
23,33099,Employed,23,0,3,0,0,195628,497,0.015015559382458684,0.4925325034996022,588.6461826641289,Medium,1
36,35598,Employed,17,17,0,4,1,182878,4325,0.12149558963986741,0.4281092570743675,514.7339738187538,High,0
47,32961,Employed,19,8,0,0,0,6354,4428,0.13434058432693183,0.016064439792482024,672.9152634932193,Medium,1
24,15602,Employed,27,12,3,5,1,109777,3976,0.2548391231893347,0.5863404264410546,414.23887963081654,High,0
27,12256,Self-Employed,15,1,4,4,0,100352,1607,0.13111945169712794,0.6823324630113142,478.32571801566576,High,0
58,23584,Employed,17,6,3,0,0,58046,720,0.030529172320217096,0.20510374265038445,634.0302747625508,Medium,1
49,37681,Employed,19,15,3,1,0,116098,1274,0.033810143042912875,0.25675627858425554,655.5374061197952,Medium,1
51,28792,Self-Employed,11,18,1,0,0,70064,3867,0.13430814115031953,0.20278781142910068,701.7157543762156,Low,1
45,24904,Unemployed,12,14,3,4,0,62184,690,0.027706392547381945,0.2080790234500482,594.1904914873113,Medium,1
32,37540,Self-Employed,12,10,0,0,0,139035,4023,0.10716568993074055,0.3086374533830581,668.6218700053277,Medium,1
47,29536,Employed,9,0,2,0,1,32424,4152,0.1405742145178765,0.0914815817984832,507.64219934994577,High,0
54,22164,Unemployed,6,6,1,0,0,139114,3437,0.1550712867713409,0.523047885459905,620.0085724598448,Medium,1
46,15996,Unemployed,24,19,1,4,0,12139,2355,0.14722430607651912,0.06323976827540219,633.5386971742936,Medium,1
39,5871,Self-Employed,13,7,4,0,0,16226,749,0.12757622210866973,0.23031283710895362,615.8720831204224,Medium,1
21,25626,Employed,29,9,2,3,0,110234,3051,0.11905876843830485,0.3584705637503577,579.204713962382,Medium,1
37,13521,Employed,23,4,1,5,0,88652,4773,0.3530064344353228,0.5463846362448537,484.85614969307005,High,0
49,4132,Self-Employed,15,8,3,3,0,174180,3564,0.8625363020329139,3.5128267182962247,300.0,High,0
53,36467,Employed,14,0,1,4,0,75647,4655,0.12764965585323718,0.17286633577389604,534.3100611511778,High,0
21,17534,Employed,11,1,1,1,0,73617,1704,0.09718261663054636,0.34987738108817157,592.3454431390442,Medium,1
44,26854,Self-Employed,8,18,1,3,0,165887,3445,0.12828628882103224,0.5147805416945954,623.7188128398004,Medium,1
34,10812,Self-Employed,7,13,4,5,1,143874,4444,0.4110247872733999,1.108906770255272,359.1426193118757,High,0
29,7557,Employed,17,19,1,2,0,178302,2377,0.31454280799258966,1.9661902871509858,539.2834458118301,High,0
39,5179,Self-Employed,22,9,1,5,1,199444,3231,0.6238656111218381,3.2091780910085603,300.0,High,0
34,12065,Employed,17,8,4,3,0,190092,2215,0.18358889349357646,1.3129714048901782,489.19104848736015,High,0
27,11275,Employed,12,9,2,2,0,153537,885,0.07849223946784922,1.134789356984479,557.4935698447894,Medium,1
18,38948,Self-Employed,27,5,0,4,1,144066,864,0.02218342405258293,0.30824432576769023,473.84332956762864,High,0
39,23700,Employed,26,16,4,5,0,8531,3494,0.14742616033755274,0.02999648382559775,570.5090717299578,Medium,1
43,30794,Employed,17,5,4,1,0,145415,3054,0.09917516399298565,0.39351551167976445,579.4880496200559,Medium,1
35,31783,Unemployed,14,3,1,2,0,195138,785,0.02469873831922726,0.5116414435389989,581.3376647893527,Medium,1
31,19998,Employed,3,19,1,2,0,142301,456,0.022802280228022803,0.592980131346468,656.6849184918492,Medium,1
64,16869,Employed,16,2,0,5,0,99311,344,0.020392435829035507,0.4905991266030391,528.1169601043334,High,0
46,31152,Unemployed,4,18,1,3,0,87124,553,0.01775166923472008,0.23306154768019174,653.8861068310221,Medium,1
29,23954,Self-Employed,21,17,3,2,1,180861,787,0.032854638056274525,0.6291955414544543,523.3057109459797,High,0
53,34555,Self-Employed,15,3,1,4,0,49069,1819,0.05264071769642599,0.1183355037862345,561.5829836492549,Medium,1
52,19654,Unemployed,8,7,1,5,0,145596,704,0.03581968047216851,0.6173298056375293,533.6618500050881,High,0
29,38236,Employed,9,16,3,4,0,126907,4907,0.12833455382362172,0.27658707326428844,588.0046291453082,Medium,1
24,18042,Self-Employed,23,4,0,5,0,93074,952,0.052765768761778076,0.4298950596755718,537.8744041680524,High,0
46,28966,Employed,17,12,3,4,1,113345,814,0.028101912587171166,0.32608633110083085,477.0625906234896,High,0
28,17270,Self-Employed,16,0,4,3,0,199175,1548,0.08963520555877244,0.9610837676124301,481.5787492762015,High,0
50,33908,Employed,17,12,3,5,0,144175,143,0.004217293853957768,0.3543288702764343,558.234192520939,Medium,1
23,18523,Self-Employed,6,3,2,1,1,194653,2777,0.14992171894401554,0.8757265741690511,454.46579927657507,High,0
64,22991,Employed,3,13,4,3,0,59203,3766,0.16380322734983255,0.21458759224624127,582.4683571832455,Medium,1
32,13775,Employed,25,2,1,4,0,151162,4958,0.3599274047186933,0.9144706594071386,471.94047186932846,High,0
49,15265,Self-Employed,4,4,4,5,0,20915,3825,0.25057320668195215,0.1141773119336172,493.0805764821487,High,0
28,22459,Self-Employed,27,6,0,3,0,46477,1216,0.054143105213945414,0.17245128159460943,603.15575047865,Medium,1
40,19673,Self-Employed,22,0,0,4,0,193059,1807,0.09185177654653587,0.8177832562395161,509.91079144004476,High,0
43,30056,Employed,15,11,3,0,0,189310,4470,0.14872238488155443,0.5248813326235472,625.6604338568006,Medium,1
51,9614,Employed,2,10,4,0,0,121740,4772,0.4963594757645101,1.0552319534012897,537.1229457041815,High,0
63,39020,Self-Employed,25,7,1,2,0,127217,2739,0.07019477191184008,0.2716918674184179,610.2751153254742,Medium,1
51,10415,Self-Employed,17,5,0,1,0,151101,1289,0.12376380220835334,1.2090014402304368,567.6082573211714,Medium,1
46,26155,Self-Employed,28,1,1,0,0,94067,555,0.021219652074173197,0.2997100618109985,624.4710380424393,Medium,1
21,19964,Unemployed,22,18,2,4,0,58520,862,0.04317771989581246,0.2442730247779336,620.1622921258265,Medium,1
34,35252,Self-Employed,20,19,0,3,1,75053,2485,0.0704924543288324,0.17742019365331518,565.8956938613412,Medium,0
52,6832,Employed,13,19,3,5,0,56464,4976,0.7283372365339579,0.6887197501951601,486.2763466042155,High,0
30,28275,Self-Employed,14,13,2,3,0,158033,2355,0.08328912466843501,0.4657618626584144,597.0595932802829,Medium,1
58,17901,Unemployed,16,0,4,2,0,162907,965,0.05390760292721077,0.7583701096772992,518.0288810680968,High,0
56,37148,Self-Employed,0,9,1,3,0,163797,2395,0.06447184236028858,0.367442392591795,595.2168353612577,Medium,1
32,25918,Self-Employed,24,15,0,0,0,30357,475,0.018327031406744347,0.09760591094991898,716.9444015741956,Low,1
46,22540,Self-Employed,20,3,2,3,0,137316,1338,0.05936113575865129,0.5076752440106478,547.416149068323,High,0
46,14580,Employed,16,10,2,0,0,72952,524,0.035939643347050756,0.41696387745770463,650.6694101508917,Medium,1
28,27917,Employed,22,15,0,0,0,53061,2571,0.09209442275316115,0.15838915356234554,704.4453200558798,Low,1
49,25318,Employed,24,19,4,1,0,11490,561,0.02215814835295047,0.037818943044474286,680.0718856149775,Low,1
19,13179,Unemployed,10,0,4,2,0,82219,3702,0.2809014340997041,0.519886435490806,505.0986417785872,High,0
64,15251,Self-Employed,16,15,3,4,0,131305,4664,0.30581601206478265,0.71746661421109,535.2540816995607,High,0
31,22493,Employed,25,18,4,0,0,10839,1205,0.053572222469212644,0.040156937713955454,691.1619170408571,Low,1
37,23466,Unemployed,13,8,3,5,0,29992,4033,0.17186567800221597,0.1065087076337396,532.9855961817096,High,0
39,33206,Employed,28,8,2,2,0,118154,3847,0.11585255676684937,0.2965176976048505,598.3066313316871,Medium,1
28,22624,Employed,19,8,0,4,0,181010,4201,0.18568776520509195,0.6667329679396511,547.7134900990098,High,0
44,29564,Self-Employed,29,16,4,5,0,61249,2238,0.07570017588959545,0.17264522166599017,570.5572655932891,Medium,1
20,25412,Self-Employed,18,11,3,3,0,180807,1160,0.045647725484023294,0.5929186998268534,573.947150952306,Medium,1
34,30990,Employed,20,12,2,2,0,108313,4795,0.15472733139722492,0.29125793266645156,613.957244272346,Medium,1
61,38517,Employed,6,7,4,5,1,55734,3825,0.09930679959498404,0.12058311914219695,425.8481969000701,High,0
45,16156,Employed,23,15,1,2,0,183152,71,0.004394652141619213,0.944705785260378,617.7902946273831,Medium,1
46,26064,Employed,12,17,2,2,0,130626,754,0.02892879066912216,0.4176450276243094,646.4698434622468,Medium,1
38,28711,Employed,17,0,4,3,0,29260,3852,0.13416460590017762,0.0849267992523191,528.8046393368395,High,0
64,33106,Employed,22,0,2,3,0,195679,904,0.02730622847822147,0.4925567369459715,537.1698483658552,High,0
33,19589,Employed,29,11,0,2,0,66852,51,0.0026035019653887384,0.28439430292511103,647.6239215886467,Medium,1
54,26736,Employed,13,5,0,5,0,33380,2621,0.09803261520047876,0.10404199082385797,556.9935667265111,Medium,1
37,23975,Employed,0,8,0,1,0,76257,3190,0.13305526590198122,0.26505735140771636,638.1299270072992,Medium,1
23,39218,Employed,6,4,1,0,0,177263,3948,0.10066806058442553,0.3766616519625342,625.3201336121169,Medium,1
36,10214,Unemployed,7,15,0,3,0,9930,1287,0.12600352457411396,0.08101625220285882,645.0186019189348,Medium,1
22,33581,Self-Employed,17,17,1,1,0,140425,4780,0.14234239599773682,0.3484733430610564,667.0105118966083,Medium,1
20,23195,Employed,8,16,0,3,0,143904,1772,0.07639577495149817,0.5170079758568658,629.8120284544082,Medium,1
18,30127,Employed,0,17,2,2,0,185626,3902,0.12951837222425067,0.513454155187484,628.6505460218409,Medium,1
55,8141,Employed,28,0,4,1,0,59017,3920,0.4815133276010318,0.6041129263399255,495.97162510748063,High,0
32,31884,Employed,21,18,4,5,1,193370,949,0.02976414502571823,0.5053997825450591,466.10431564421026,High,0
